;id;client_id;etf_id;date;type;amount;frequency
1438;1438;16;BKF;2022-10-03;sell;50;quarterly
1439;1439;16;BKF;2023-01-03;buy;100;quarterly
1440;1440;16;BKF;2023-04-03;buy;100;quarterly
1441;1441;16;BKF;2023-07-03;buy;100;quarterly
1442;1442;16;BKF;2023-10-03;buy;100;quarterly
1443;1443;16;USVM;2020-10-03;buy;100;monthly
1444;1444;16;USVM;2020-11-03;buy;100;monthly
1445;1445;16;USVM;2020-12-03;buy;100;monthly
1446;1446;16;USVM;2021-01-03;sell;7;monthly
1447;1447;16;USVM;2021-02-03;sell;18;monthly
1448;1448;16;USVM;2021-03-03;buy;100;monthly
1449;1449;16;USVM;2021-04-03;buy;100;monthly
1450;1450;16;USVM;2021-05-03;buy;100;monthly
1451;1451;16;USVM;2021-06-03;buy;100;monthly
1452;1452;16;USVM;2021-07-03;buy;100;monthly
1453;1453;16;USVM;2021-08-03;buy;100;monthly
1454;1454;16;USVM;2021-09-03;buy;100;monthly
1455;1455;16;USVM;2021-10-03;buy;100;monthly
1456;1456;16;USVM;2021-11-03;buy;100;monthly
1457;1457;16;USVM;2021-12-03;buy;100;monthly
1458;1458;16;USVM;2022-01-03;buy;100;monthly
1459;1459;16;USVM;2022-02-03;buy;100;monthly
1460;1460;16;USVM;2022-03-03;buy;100;monthly
1461;1461;16;USVM;2022-04-03;buy;100;monthly
1462;1462;16;USVM;2022-05-03;buy;100;monthly
1463;1463;16;USVM;2022-06-03;buy;100;monthly
1464;1464;16;USVM;2022-07-03;buy;100;monthly
1465;1465;16;USVM;2022-08-03;buy;100;monthly
1466;1466;16;USVM;2022-09-03;buy;100;monthly
1467;1467;16;USVM;2022-10-03;buy;100;monthly
1468;1468;16;USVM;2022-11-03;buy;100;monthly
1469;1469;16;USVM;2022-12-03;buy;100;monthly
1470;1470;16;USVM;2023-01-03;buy;100;monthly
1471;1471;16;USVM;2023-02-03;buy;100;monthly
1472;1472;16;USVM;2023-03-03;buy;100;monthly
1473;1473;16;USVM;2023-04-03;buy;100;monthly
1474;1474;16;USVM;2023-05-03;buy;100;monthly
1475;1475;16;USVM;2023-06-03;buy;100;monthly
1476;1476;16;USVM;2023-07-03;sell;136;monthly
1477;1477;16;USVM;2023-08-03;buy;100;monthly
1478;1478;16;USVM;2023-09-03;buy;100;monthly
1479;1479;16;USVM;2023-10-03;buy;100;monthly
1480;1480;16;USVM;2023-11-03;buy;100;monthly
1481;1481;17;EPV;2021-06-28;buy;400;monthly
1482;1482;17;EPV;2021-07-28;buy;400;monthly
1483;1483;17;EPV;2021-08-28;sell;74;monthly
1484;1484;17;EPV;2021-09-28;buy;400;monthly
1485;1485;17;EPV;2021-10-28;buy;400;monthly
1486;1486;17;EPV;2021-11-28;buy;400;monthly
1487;1487;17;EPV;2021-12-28;buy;400;monthly
1488;1488;17;EPV;2022-01-28;sell;192;monthly
1489;1489;17;EPV;2022-02-28;buy;400;monthly
1490;1490;17;EPV;2022-03-28;buy;400;monthly
1491;1491;17;EPV;2022-04-28;buy;400;monthly
1492;1492;17;EPV;2022-05-28;buy;400;monthly
1493;1493;17;EPV;2022-06-28;buy;400;monthly
1494;1494;17;EPV;2022-07-28;buy;400;monthly
1495;1495;17;EPV;2022-08-28;buy;400;monthly
1496;1496;17;EPV;2022-09-28;buy;400;monthly
1497;1497;17;EPV;2022-10-28;buy;400;monthly
1498;1498;17;EPV;2022-11-28;buy;400;monthly
1499;1499;17;EPV;2022-12-28;buy;400;monthly
1500;1500;17;EPV;2023-01-28;sell;173;monthly
1501;1501;17;EPV;2023-02-28;sell;434;monthly
1502;1502;17;EPV;2023-03-28;buy;400;monthly
1503;1503;17;EPV;2023-04-28;sell;95;monthly
1504;1504;17;EPV;2023-05-28;buy;400;monthly
1505;1505;17;EPV;2023-06-28;buy;400;monthly
1506;1506;17;EPV;2023-07-28;buy;400;monthly
1507;1507;17;EPV;2023-08-28;buy;400;monthly
1508;1508;17;EPV;2023-09-28;buy;400;monthly
1509;1509;17;EPV;2023-10-28;buy;400;monthly
1510;1510;17;CHIU;2021-06-28;buy;1500;quarterly
1511;1511;17;CHIU;2021-09-28;sell;35;quarterly
1512;1512;17;CHIU;2021-12-28;buy;1500;quarterly
1513;1513;17;CHIU;2022-03-28;buy;1500;quarterly
1514;1514;17;CHIU;2022-06-28;sell;327;quarterly
1515;1515;17;CHIU;2022-09-28;sell;405;quarterly
1516;1516;17;CHIU;2022-12-28;buy;1500;quarterly
1517;1517;17;CHIU;2023-03-28;buy;1500;quarterly
1518;1518;17;CHIU;2023-06-28;buy;1500;quarterly
1519;1519;17;CHIU;2023-09-28;buy;1500;quarterly
1520;1520;18;EET;2021-06-21;buy;1700;yearly
1521;1521;18;EET;2022-06-21;buy;1700;yearly
1522;1522;18;EET;2023-06-21;buy;1700;yearly
1523;1523;18;DBJP;2021-06-21;buy;100;monthly
1524;1524;18;DBJP;2021-07-21;sell;4;monthly
1525;1525;18;DBJP;2021-08-21;buy;100;monthly
1526;1526;18;DBJP;2021-09-21;sell;12;monthly
1527;1527;18;DBJP;2021-10-21;buy;100;monthly
1528;1528;18;DBJP;2021-11-21;buy;100;monthly
1529;1529;18;DBJP;2021-12-21;buy;100;monthly
1530;1530;18;DBJP;2022-01-21;buy;100;monthly
1531;1531;18;DBJP;2022-02-21;buy;100;monthly
1532;1532;18;DBJP;2022-03-21;buy;100;monthly
1533;1533;18;DBJP;2022-04-21;buy;100;monthly
1534;1534;18;DBJP;2022-05-21;buy;100;monthly
1535;1535;18;DBJP;2022-06-21;buy;100;monthly
1536;1536;18;DBJP;2022-07-21;sell;69;monthly
1537;1537;18;DBJP;2022-08-21;buy;100;monthly
1538;1538;18;DBJP;2022-09-21;buy;100;monthly
1539;1539;18;DBJP;2022-10-21;sell;54;monthly
1540;1540;18;DBJP;2022-11-21;buy;100;monthly
1541;1541;18;DBJP;2022-12-21;sell;48;monthly
1542;1542;18;DBJP;2023-01-21;buy;100;monthly
1543;1543;18;DBJP;2023-02-21;buy;100;monthly
1544;1544;18;DBJP;2023-03-21;buy;100;monthly
1545;1545;18;DBJP;2023-04-21;buy;100;monthly
1546;1546;18;DBJP;2023-05-21;sell;43;monthly
1547;1547;18;DBJP;2023-06-21;buy;100;monthly
1548;1548;18;DBJP;2023-07-21;sell;115;monthly
1549;1549;18;DBJP;2023-08-21;buy;100;monthly
1550;1550;18;DBJP;2023-09-21;sell;56;monthly
1551;1551;18;DBJP;2023-10-21;buy;100;monthly
1552;1552;18;ESMV;2021-06-21;buy;400;quarterly
1553;1553;18;ESMV;2021-09-21;buy;400;quarterly
1554;1554;18;ESMV;2021-12-21;sell;11;quarterly
1555;1555;18;ESMV;2022-03-21;buy;400;quarterly
1556;1556;18;ESMV;2022-06-21;buy;400;quarterly
1557;1557;18;ESMV;2022-09-21;sell;103;quarterly
1558;1558;18;ESMV;2022-12-21;buy;400;quarterly
1559;1559;18;ESMV;2023-03-21;sell;88;quarterly
1560;1560;18;ESMV;2023-06-21;buy;400;quarterly
1561;1561;18;ESMV;2023-09-21;buy;400;quarterly
1562;1562;19;FLSA;2019-07-24;buy;600;monthly
1563;1563;19;FLSA;2019-08-24;sell;23;monthly
1564;1564;19;FLSA;2019-09-24;buy;600;monthly
1565;1565;19;FLSA;2019-10-24;sell;2;monthly
1566;1566;19;FLSA;2019-11-24;buy;600;monthly
1567;1567;19;FLSA;2019-12-24;buy;600;monthly
1568;1568;19;FLSA;2020-01-24;buy;600;monthly
1569;1569;19;FLSA;2020-02-24;buy;600;monthly
1570;1570;19;FLSA;2020-03-24;buy;600;monthly
1571;1571;19;FLSA;2020-04-24;buy;600;monthly
1572;1572;19;FLSA;2020-05-24;sell;307;monthly
1573;1573;19;FLSA;2020-06-24;sell;379;monthly
1574;1574;19;FLSA;2020-07-24;buy;600;monthly
1575;1575;19;FLSA;2020-08-24;buy;600;monthly
1576;1576;19;FLSA;2020-09-24;buy;600;monthly
1577;1577;19;FLSA;2020-10-24;buy;600;monthly
1578;1578;19;FLSA;2020-11-24;buy;600;monthly
1579;1579;19;FLSA;2020-12-24;sell;353;monthly
1580;1580;19;FLSA;2021-01-24;sell;638;monthly
1581;1581;19;FLSA;2021-02-24;buy;600;monthly
1582;1582;19;FLSA;2021-03-24;buy;600;monthly
1583;1583;19;FLSA;2021-04-24;buy;600;monthly
1584;1584;19;FLSA;2021-05-24;buy;600;monthly
1585;1585;19;FLSA;2021-06-24;buy;600;monthly
1586;1586;19;FLSA;2021-07-24;buy;600;monthly
1587;1587;19;FLSA;2021-08-24;buy;600;monthly
1588;1588;19;FLSA;2021-09-24;buy;600;monthly
1589;1589;19;FLSA;2021-10-24;buy;600;monthly
1590;1590;19;FLSA;2021-11-24;buy;600;monthly
1591;1591;19;FLSA;2021-12-24;buy;600;monthly
1592;1592;19;FLSA;2022-01-24;buy;600;monthly
1593;1593;19;FLSA;2022-02-24;sell;588;monthly
1594;1594;19;FLSA;2022-03-24;buy;600;monthly
1595;1595;19;FLSA;2022-04-24;buy;600;monthly
1596;1596;19;FLSA;2022-05-24;buy;600;monthly
1597;1597;19;FLSA;2022-06-24;buy;600;monthly
1598;1598;19;FLSA;2022-07-24;sell;154;monthly
1599;1599;19;FLSA;2022-08-24;buy;600;monthly
1600;1600;19;FLSA;2022-09-24;sell;649;monthly
1601;1601;19;FLSA;2022-10-24;buy;600;monthly
1602;1602;19;FLSA;2022-11-24;buy;600;monthly
1603;1603;19;FLSA;2022-12-24;buy;600;monthly
1604;1604;19;FLSA;2023-01-24;sell;241;monthly
1605;1605;19;FLSA;2023-02-24;buy;600;monthly
1606;1606;19;FLSA;2023-03-24;buy;600;monthly
1607;1607;19;FLSA;2023-04-24;sell;1500;monthly
1608;1608;19;FLSA;2023-05-24;buy;600;monthly
1609;1609;19;FLSA;2023-06-24;buy;600;monthly
1610;1610;19;FLSA;2023-07-24;sell;391;monthly
1611;1611;19;FLSA;2023-08-24;buy;600;monthly
1612;1612;19;FLSA;2023-09-24;buy;600;monthly
1613;1613;19;FLSA;2023-10-24;buy;600;monthly
1614;1614;19;FLSA;2023-11-24;buy;600;monthly
1615;1615;19;MCHI;2019-07-24;buy;600;monthly
1616;1616;19;MCHI;2019-08-24;buy;600;monthly
1617;1617;19;MCHI;2019-09-24;sell;34;monthly
1618;1618;19;MCHI;2019-10-24;buy;600;monthly
1619;1619;19;MCHI;2019-11-24;sell;26;monthly
1620;1620;19;MCHI;2019-12-24;sell;4;monthly
1621;1621;19;MCHI;2020-01-24;buy;600;monthly
1622;1622;19;MCHI;2020-02-24;buy;600;monthly
1623;1623;19;MCHI;2020-03-24;sell;120;monthly
1624;1624;19;MCHI;2020-04-24;buy;600;monthly
1625;1625;19;MCHI;2020-05-24;sell;175;monthly
1626;1626;19;MCHI;2020-06-24;buy;600;monthly
1627;1627;19;MCHI;2020-07-24;buy;600;monthly
1628;1628;19;MCHI;2020-08-24;sell;203;monthly
1629;1629;19;MCHI;2020-09-24;buy;600;monthly
1630;1630;19;MCHI;2020-10-24;buy;600;monthly
1631;1631;19;MCHI;2020-11-24;buy;600;monthly
1632;1632;19;MCHI;2020-12-24;buy;600;monthly
1633;1633;19;MCHI;2021-01-24;sell;581;monthly
1634;1634;19;MCHI;2021-02-24;sell;151;monthly
1635;1635;19;MCHI;2021-03-24;buy;600;monthly
1636;1636;19;MCHI;2021-04-24;sell;570;monthly
1637;1637;19;MCHI;2021-05-24;buy;600;monthly
1638;1638;19;MCHI;2021-06-24;buy;600;monthly
1639;1639;19;MCHI;2021-07-24;buy;600;monthly
1640;1640;19;MCHI;2021-08-24;buy;600;monthly
1641;1641;19;MCHI;2021-09-24;buy;600;monthly
1642;1642;19;MCHI;2021-10-24;buy;600;monthly
1643;1643;19;MCHI;2021-11-24;buy;600;monthly
1644;1644;19;MCHI;2021-12-24;buy;600;monthly
1645;1645;19;MCHI;2022-01-24;sell;1000;monthly
1646;1646;19;MCHI;2022-02-24;buy;600;monthly
1647;1647;19;MCHI;2022-03-24;sell;568;monthly
1648;1648;19;MCHI;2022-04-24;buy;600;monthly
1649;1649;19;MCHI;2022-05-24;buy;600;monthly
1650;1650;19;MCHI;2022-06-24;buy;600;monthly
1651;1651;19;MCHI;2022-07-24;buy;600;monthly
1652;1652;19;MCHI;2022-08-24;buy;600;monthly
1653;1653;19;MCHI;2022-09-24;buy;600;monthly
1654;1654;19;MCHI;2022-10-24;buy;600;monthly
1655;1655;19;MCHI;2022-11-24;buy;600;monthly
1656;1656;19;MCHI;2022-12-24;buy;600;monthly
1657;1657;19;MCHI;2023-01-24;buy;600;monthly
1658;1658;19;MCHI;2023-02-24;buy;600;monthly
1659;1659;19;MCHI;2023-03-24;buy;600;monthly
1660;1660;19;MCHI;2023-04-24;buy;600;monthly
1661;1661;19;MCHI;2023-05-24;buy;600;monthly
1662;1662;19;MCHI;2023-06-24;buy;600;monthly
1663;1663;19;MCHI;2023-07-24;buy;600;monthly
1664;1664;19;MCHI;2023-08-24;buy;600;monthly
1665;1665;19;MCHI;2023-09-24;buy;600;monthly
1666;1666;19;MCHI;2023-10-24;buy;600;monthly
1667;1667;19;MCHI;2023-11-24;buy;600;monthly
1668;1668;19;DBEM;2019-07-24;buy;200;quarterly
1669;1669;19;DBEM;2019-10-24;buy;200;quarterly
1670;1670;19;DBEM;2020-01-24;sell;12;quarterly
1671;1671;19;DBEM;2020-04-24;buy;200;quarterly
1672;1672;19;DBEM;2020-07-24;buy;200;quarterly
1673;1673;19;DBEM;2020-10-24;buy;200;quarterly
1674;1674;19;DBEM;2021-01-24;sell;11;quarterly
1675;1675;19;DBEM;2021-04-24;buy;200;quarterly
1676;1676;19;DBEM;2021-07-24;sell;16;quarterly
1677;1677;19;DBEM;2021-10-24;sell;87;quarterly
1678;1678;19;DBEM;2022-01-24;buy;200;quarterly
1679;1679;19;DBEM;2022-04-24;buy;200;quarterly
1680;1680;19;DBEM;2022-07-24;buy;200;quarterly
1681;1681;19;DBEM;2022-10-24;buy;200;quarterly
1682;1682;19;DBEM;2023-01-24;buy;200;quarterly
1683;1683;19;DBEM;2023-04-24;sell;186;quarterly
1684;1684;19;DBEM;2023-07-24;buy;200;quarterly
1685;1685;19;DBEM;2023-10-24;buy;200;quarterly
1686;1686;20;FLFR;2022-10-29;buy;100;monthly
1687;1687;20;FLFR;2022-11-29;buy;100;monthly
1688;1688;20;FLFR;2022-12-29;buy;100;monthly
1689;1689;20;FLFR;2023-01-29;sell;23;monthly
1690;1690;20;FLFR;2023-02-28;buy;100;monthly
1691;1691;20;FLFR;2023-03-29;buy;100;monthly
1692;1692;20;FLFR;2023-04-29;sell;30;monthly
1693;1693;20;FLFR;2023-05-29;buy;100;monthly
1694;1694;20;FLFR;2023-06-29;buy;100;monthly
1695;1695;20;FLFR;2023-07-29;sell;64;monthly
1696;1696;20;FLFR;2023-08-29;buy;100;monthly
1697;1697;20;FLFR;2023-09-29;buy;100;monthly
1698;1698;20;FLFR;2023-10-29;sell;29;monthly
1699;1699;21;FLSA;2019-08-26;buy;100;monthly
1700;1700;21;FLSA;2019-09-26;buy;100;monthly
1701;1701;21;FLSA;2019-10-26;buy;100;monthly
1702;1702;21;FLSA;2019-11-26;buy;100;monthly
1703;1703;21;FLSA;2019-12-26;buy;100;monthly
1704;1704;21;FLSA;2020-01-26;buy;100;monthly
1705;1705;21;FLSA;2020-02-26;sell;15;monthly
1706;1706;21;FLSA;2020-03-26;buy;100;monthly
1707;1707;21;FLSA;2020-04-26;buy;100;monthly
1708;1708;21;FLSA;2020-05-26;buy;100;monthly
1709;1709;21;FLSA;2020-06-26;buy;100;monthly
1710;1710;21;FLSA;2020-07-26;buy;100;monthly
1711;1711;21;FLSA;2020-08-26;buy;100;monthly
1712;1712;21;FLSA;2020-09-26;buy;100;monthly
1713;1713;21;FLSA;2020-10-26;buy;100;monthly
1714;1714;21;FLSA;2020-11-26;buy;100;monthly
1715;1715;21;FLSA;2020-12-26;buy;100;monthly
1716;1716;21;FLSA;2021-01-26;buy;100;monthly
1717;1717;21;FLSA;2021-02-26;buy;100;monthly
1718;1718;21;FLSA;2021-03-26;buy;100;monthly
1719;1719;21;FLSA;2021-04-26;buy;100;monthly
1720;1720;21;FLSA;2021-05-26;sell;74;monthly
1721;1721;21;FLSA;2021-06-26;buy;100;monthly
1722;1722;21;FLSA;2021-07-26;buy;100;monthly
1723;1723;21;FLSA;2021-08-26;buy;100;monthly
1724;1724;21;FLSA;2021-09-26;buy;100;monthly
1725;1725;21;FLSA;2021-10-26;buy;100;monthly
1726;1726;21;FLSA;2021-11-26;buy;100;monthly
1727;1727;21;FLSA;2021-12-26;buy;100;monthly
1728;1728;21;FLSA;2022-01-26;buy;100;monthly
1729;1729;21;FLSA;2022-02-26;buy;100;monthly
1730;1730;21;FLSA;2022-03-26;buy;100;monthly
1731;1731;21;FLSA;2022-04-26;sell;241;monthly
1732;1732;21;FLSA;2022-05-26;buy;100;monthly
1733;1733;21;FLSA;2022-06-26;buy;100;monthly
1734;1734;21;FLSA;2022-07-26;buy;100;monthly
1735;1735;21;FLSA;2022-08-26;buy;100;monthly
1736;1736;21;FLSA;2022-09-26;sell;177;monthly
1737;1737;21;FLSA;2022-10-26;buy;100;monthly
1738;1738;21;FLSA;2022-11-26;buy;100;monthly
1739;1739;21;FLSA;2022-12-26;buy;100;monthly
1740;1740;21;FLSA;2023-01-26;sell;303;monthly
1741;1741;21;FLSA;2023-02-26;sell;166;monthly
1742;1742;21;FLSA;2023-03-26;buy;100;monthly
1743;1743;21;FLSA;2023-04-26;buy;100;monthly
1744;1744;21;FLSA;2023-05-26;buy;100;monthly
1745;1745;21;FLSA;2023-06-26;sell;154;monthly
1746;1746;21;FLSA;2023-07-26;buy;100;monthly
1747;1747;21;FLSA;2023-08-26;buy;100;monthly
1748;1748;21;FLSA;2023-09-26;buy;100;monthly
1749;1749;21;FLSA;2023-10-26;sell;162;monthly
1750;1750;21;FLSA;2023-11-26;buy;100;monthly
1751;1751;21;CHIR;2019-08-26;buy;300;monthly
1752;1752;21;CHIR;2019-09-26;buy;300;monthly
1753;1753;21;CHIR;2019-10-26;sell;32;monthly
1754;1754;21;CHIR;2019-11-26;buy;300;monthly
1755;1755;21;CHIR;2019-12-26;buy;300;monthly
1756;1756;21;CHIR;2020-01-26;buy;300;monthly
1757;1757;21;CHIR;2020-02-26;buy;300;monthly
1758;1758;21;CHIR;2020-03-26;buy;300;monthly
1759;1759;21;CHIR;2020-04-26;buy;300;monthly
1760;1760;21;CHIR;2020-05-26;buy;300;monthly
1761;1761;21;CHIR;2020-06-26;buy;300;monthly
1762;1762;21;CHIR;2020-07-26;sell;219;monthly
1763;1763;21;CHIR;2020-08-26;buy;300;monthly
1764;1764;21;CHIR;2020-09-26;buy;300;monthly
1765;1765;21;CHIR;2020-10-26;buy;300;monthly
1766;1766;21;CHIR;2020-11-26;buy;300;monthly
1767;1767;21;CHIR;2020-12-26;buy;300;monthly
1768;1768;21;CHIR;2021-01-26;buy;300;monthly
1769;1769;21;CHIR;2021-02-26;sell;49;monthly
1770;1770;21;CHIR;2021-03-26;buy;300;monthly
1771;1771;21;CHIR;2021-04-26;buy;300;monthly
1772;1772;21;CHIR;2021-05-26;sell;312;monthly
1773;1773;21;CHIR;2021-06-26;buy;300;monthly
1774;1774;21;CHIR;2021-07-26;sell;89;monthly
1775;1775;21;CHIR;2021-08-26;sell;112;monthly
1776;1776;21;CHIR;2021-09-26;sell;8;monthly
1777;1777;21;CHIR;2021-10-26;buy;300;monthly
1778;1778;21;CHIR;2021-11-26;buy;300;monthly
1779;1779;21;CHIR;2021-12-26;buy;300;monthly
1780;1780;21;CHIR;2022-01-26;buy;300;monthly
1781;1781;21;CHIR;2022-02-26;buy;300;monthly
1782;1782;21;CHIR;2022-03-26;buy;300;monthly
1783;1783;21;CHIR;2022-04-26;buy;300;monthly
1784;1784;21;CHIR;2022-05-26;buy;300;monthly
1785;1785;21;CHIR;2022-06-26;sell;676;monthly
1786;1786;21;CHIR;2022-07-26;sell;288;monthly
1787;1787;21;CHIR;2022-08-26;buy;300;monthly
1788;1788;21;CHIR;2022-09-26;buy;300;monthly
1789;1789;21;CHIR;2022-10-26;buy;300;monthly
1790;1790;21;CHIR;2022-11-26;buy;300;monthly
1791;1791;21;CHIR;2022-12-26;buy;300;monthly
1792;1792;21;CHIR;2023-01-26;buy;300;monthly
1793;1793;21;CHIR;2023-02-26;sell;776;monthly
1794;1794;21;CHIR;2023-03-26;sell;328;monthly
1795;1795;21;CHIR;2023-04-26;buy;300;monthly
1796;1796;21;CHIR;2023-05-26;buy;300;monthly
1797;1797;21;CHIR;2023-06-26;buy;300;monthly
1798;1798;21;CHIR;2023-07-26;buy;300;monthly
1799;1799;21;CHIR;2023-08-26;buy;300;monthly
1800;1800;21;CHIR;2023-09-26;sell;160;monthly
1801;1801;21;CHIR;2023-10-26;sell;390;monthly
1802;1802;21;CHIR;2023-11-26;buy;300;monthly
1803;1803;21;UIVM;2019-08-26;buy;1500;monthly
1804;1804;21;UIVM;2019-09-26;buy;1500;monthly
1805;1805;21;UIVM;2019-10-26;sell;221;monthly
1806;1806;21;UIVM;2019-11-26;buy;1500;monthly
1807;1807;21;UIVM;2019-12-26;buy;1500;monthly
1808;1808;21;UIVM;2020-01-26;buy;1500;monthly
1809;1809;21;UIVM;2020-02-26;sell;265;monthly
1810;1810;21;UIVM;2020-03-26;buy;1500;monthly
1811;1811;21;UIVM;2020-04-26;buy;1500;monthly
1812;1812;21;UIVM;2020-05-26;buy;1500;monthly
1813;1813;21;UIVM;2020-06-26;sell;691;monthly
1814;1814;21;UIVM;2020-07-26;buy;1500;monthly
1815;1815;21;UIVM;2020-08-26;buy;1500;monthly
1816;1816;21;UIVM;2020-09-26;buy;1500;monthly
1817;1817;21;UIVM;2020-10-26;buy;1500;monthly
1818;1818;21;UIVM;2020-11-26;buy;1500;monthly
1819;1819;21;UIVM;2020-12-26;buy;1500;monthly
1820;1820;21;UIVM;2021-01-26;buy;1500;monthly
1821;1821;21;UIVM;2021-02-26;buy;1500;monthly
1822;1822;21;UIVM;2021-03-26;buy;1500;monthly
1823;1823;21;UIVM;2021-04-26;buy;1500;monthly
1824;1824;21;UIVM;2021-05-26;buy;1500;monthly
1825;1825;21;UIVM;2021-06-26;buy;1500;monthly
1826;1826;21;UIVM;2021-07-26;buy;1500;monthly
1827;1827;21;UIVM;2021-08-26;buy;1500;monthly
1828;1828;21;UIVM;2021-09-26;sell;2586;monthly
1829;1829;21;UIVM;2021-10-26;buy;1500;monthly
1830;1830;21;UIVM;2021-11-26;buy;1500;monthly
1831;1831;21;UIVM;2021-12-26;buy;1500;monthly
1832;1832;21;UIVM;2022-01-26;sell;2766;monthly
1833;1833;21;UIVM;2022-02-26;buy;1500;monthly
1834;1834;21;UIVM;2022-03-26;buy;1500;monthly
1835;1835;21;UIVM;2022-04-26;buy;1500;monthly
1836;1836;21;UIVM;2022-05-26;buy;1500;monthly
1837;1837;21;UIVM;2022-06-26;buy;1500;monthly
1838;1838;21;UIVM;2022-07-26;buy;1500;monthly
1839;1839;21;UIVM;2022-08-26;buy;1500;monthly
1840;1840;21;UIVM;2022-09-26;buy;1500;monthly
1841;1841;21;UIVM;2022-10-26;buy;1500;monthly
1842;1842;21;UIVM;2022-11-26;sell;762;monthly
1843;1843;21;UIVM;2022-12-26;buy;1500;monthly
1844;1844;21;UIVM;2023-01-26;buy;1500;monthly
1845;1845;21;UIVM;2023-02-26;buy;1500;monthly
1846;1846;21;UIVM;2023-03-26;buy;1500;monthly
1847;1847;21;UIVM;2023-04-26;buy;1500;monthly
1848;1848;21;UIVM;2023-05-26;buy;1500;monthly
1849;1849;21;UIVM;2023-06-26;sell;176;monthly
1850;1850;21;UIVM;2023-07-26;sell;2963;monthly
1851;1851;21;UIVM;2023-08-26;buy;1500;monthly
1852;1852;21;UIVM;2023-09-26;buy;1500;monthly
1853;1853;21;UIVM;2023-10-26;sell;3142;monthly
1854;1854;21;UIVM;2023-11-26;buy;1500;monthly
1855;1855;21;EFA;2019-08-26;buy;5200;quarterly
1856;1856;21;EFA;2019-11-26;buy;5200;quarterly
1857;1857;21;EFA;2020-02-26;buy;5200;quarterly
1858;1858;21;EFA;2020-05-26;buy;5200;quarterly
1859;1859;21;EFA;2020-08-26;sell;1720;quarterly
1860;1860;21;EFA;2020-11-26;sell;1740;quarterly
1861;1861;21;EFA;2021-02-26;sell;509;quarterly
1862;1862;21;EFA;2021-05-26;buy;5200;quarterly
1863;1863;21;EFA;2021-08-26;buy;5200;quarterly
1864;1864;21;EFA;2021-11-26;sell;2120;quarterly
1865;1865;21;EFA;2022-02-26;buy;5200;quarterly
1866;1866;21;EFA;2022-05-26;buy;5200;quarterly
1867;1867;21;EFA;2022-08-26;buy;5200;quarterly
1868;1868;21;EFA;2022-11-26;sell;363;quarterly
1869;1869;21;EFA;2023-02-26;buy;5200;quarterly
1870;1870;21;EFA;2023-05-26;buy;5200;quarterly
1871;1871;21;EFA;2023-08-26;buy;5200;quarterly
1872;1872;21;EFA;2023-11-26;buy;5200;quarterly
1873;1873;22;HEZU;2020-09-08;buy;700;monthly
1874;1874;22;HEZU;2020-10-08;buy;700;monthly
1875;1875;22;HEZU;2020-11-08;buy;700;monthly
1876;1876;22;HEZU;2020-12-08;buy;700;monthly
1877;1877;22;HEZU;2021-01-08;buy;700;monthly
1878;1878;22;HEZU;2021-02-08;sell;87;monthly
1879;1879;22;HEZU;2021-03-08;buy;700;monthly
1880;1880;22;HEZU;2021-04-08;buy;700;monthly
1881;1881;22;HEZU;2021-05-08;buy;700;monthly
1882;1882;22;HEZU;2021-06-08;buy;700;monthly
1883;1883;22;HEZU;2021-07-08;buy;700;monthly
1884;1884;22;HEZU;2021-08-08;buy;700;monthly
1885;1885;22;HEZU;2021-09-08;buy;700;monthly
1886;1886;22;HEZU;2021-10-08;buy;700;monthly
1887;1887;22;HEZU;2021-11-08;sell;452;monthly
1888;1888;22;HEZU;2021-12-08;buy;700;monthly
1889;1889;22;HEZU;2022-01-08;buy;700;monthly
1890;1890;22;HEZU;2022-02-08;buy;700;monthly
1891;1891;22;HEZU;2022-03-08;buy;700;monthly
1892;1892;22;HEZU;2022-04-08;buy;700;monthly
1893;1893;22;HEZU;2022-05-08;buy;700;monthly
1894;1894;22;HEZU;2022-06-08;buy;700;monthly
1895;1895;22;HEZU;2022-07-08;buy;700;monthly
1896;1896;22;HEZU;2022-08-08;buy;700;monthly
1897;1897;22;HEZU;2022-09-08;sell;1180;monthly
1898;1898;22;HEZU;2022-10-08;buy;700;monthly
1899;1899;22;HEZU;2022-11-08;buy;700;monthly
1900;1900;22;HEZU;2022-12-08;buy;700;monthly
1901;1901;22;HEZU;2023-01-08;buy;700;monthly
1902;1902;22;HEZU;2023-02-08;buy;700;monthly
1903;1903;22;HEZU;2023-03-08;buy;700;monthly
1904;1904;22;HEZU;2023-04-08;buy;700;monthly
1905;1905;22;HEZU;2023-05-08;sell;567;monthly
1906;1906;22;HEZU;2023-06-08;buy;700;monthly
1907;1907;22;HEZU;2023-07-08;buy;700;monthly
1908;1908;22;HEZU;2023-08-08;sell;396;monthly
1909;1909;22;HEZU;2023-09-08;buy;700;monthly
1910;1910;22;HEZU;2023-10-08;buy;700;monthly
1911;1911;22;HEZU;2023-11-08;buy;700;monthly
1912;1912;22;BKF;2020-09-08;buy;100;monthly
1913;1913;22;BKF;2020-10-08;buy;100;monthly
1914;1914;22;BKF;2020-11-08;buy;100;monthly
1915;1915;22;BKF;2020-12-08;buy;100;monthly
1916;1916;22;BKF;2021-01-08;buy;100;monthly
1917;1917;22;BKF;2021-02-08;buy;100;monthly
