id;employee_id;client_id;date;duration;cost
1960;2;1590;2022-12-15;1;100
1961;2;4792;2019-09-25;4;340
1962;1;302;2023-06-12;3;270
1963;2;2224;2022-10-06;3;270
1964;2;2395;2019-07-04;2;190
1965;2;5928;2021-04-16;1;100
1966;1;5117;2022-05-26;2;190
1967;1;1411;2019-04-23;4;340
1968;2;1096;2023-08-04;4;340
1969;2;2150;2020-05-04;2;190
1970;2;1473;2019-03-28;4;340
1971;0;3352;2023-05-24;3;270
1972;1;5436;2021-08-06;3;270
1973;0;414;2020-10-29;1;100
1974;2;5618;2023-05-14;2;190
1975;0;4751;2022-02-01;1;100
1976;0;3914;2023-06-12;1;100
1977;1;414;2023-01-22;2;190
1978;1;3782;2022-03-12;2;190
1979;0;2620;2023-07-25;2;190
1980;1;4839;2023-05-24;3;270
1981;1;4358;2022-10-15;4;340
1982;1;3753;2019-06-27;4;340
1983;2;4656;2020-10-15;3;270
1984;2;6171;2019-11-24;3;270
1985;2;4606;2021-01-26;1;100
1986;2;6185;2021-01-21;3;270
1987;1;2146;2021-08-28;2;190
1988;1;4106;2022-03-09;3;270
1989;1;4438;2020-12-23;3;270
1990;2;1185;2023-04-14;4;340
1991;2;4018;2023-07-21;1;100
1992;1;1231;2019-07-31;3;270
1993;0;5676;2019-07-09;4;340
1994;0;5685;2021-12-01;4;340
1995;1;2240;2023-09-14;2;190
1996;2;4914;2021-02-24;3;270
1997;1;6076;2023-04-30;4;340
1998;1;1431;2020-09-17;1;100
1999;0;2734;2019-03-19;2;190
2000;2;6614;2021-03-29;4;340
2001;1;888;2021-08-02;2;190
2002;1;3777;2023-06-17;3;270
2003;1;3386;2018-11-07;2;190
2004;0;2090;2021-01-11;4;340
2005;1;3580;2019-12-25;3;270
2006;2;2725;2020-10-26;1;100
2007;2;1853;2022-11-16;4;340
2008;0;6160;2020-02-01;2;190
2009;1;859;2023-05-05;4;340
2010;0;5171;2020-02-08;2;190
2011;1;1449;2019-02-19;2;190
2012;2;5460;2018-11-04;4;340
2013;1;1890;2021-06-19;1;100
2014;0;5554;2018-11-02;3;270
2015;2;4415;2021-11-18;2;190
2016;0;6658;2021-08-23;4;340
2017;2;1533;2020-01-24;4;340
2018;1;3743;2020-10-10;4;340
2019;1;2248;2023-03-17;1;100
2020;1;1470;2020-06-24;3;270
2021;2;5672;2019-10-06;4;340
2022;1;4170;2019-06-19;2;190
2023;1;43;2022-01-17;2;190
2024;0;622;2022-07-10;2;190
2025;2;3176;2020-08-30;1;100
2026;1;895;2019-02-21;3;270
2027;0;2417;2021-08-07;1;100
2028;0;2479;2019-06-30;4;340
2029;1;3718;2022-12-17;2;190
2030;0;1760;2021-08-18;3;270
2031;2;2454;2022-06-29;3;270
2032;2;2176;2021-05-08;3;270
2033;2;1018;2022-04-11;4;340
2034;2;6286;2022-01-24;3;270
2035;1;2789;2021-05-31;2;190
2036;0;3359;2022-09-11;4;340
2037;0;4665;2021-07-09;4;340
2038;2;2641;2020-11-04;4;340
2039;0;716;2020-05-15;4;340
2040;0;3170;2020-01-18;4;340
2041;1;5758;2022-04-18;1;100
2042;0;6680;2021-05-21;1;100
2043;1;3507;2019-02-14;1;100
2044;1;4735;2022-03-17;2;190
2045;0;6329;2023-04-08;3;270
2046;2;6295;2019-11-29;3;270
2047;2;3078;2023-01-12;3;270
2048;1;6898;2022-04-19;3;270
2049;1;5068;2020-12-28;2;190
2050;1;6149;2023-08-12;4;340
2051;1;4192;2020-05-23;3;270
2052;0;4138;2022-04-03;1;100
2053;2;2142;2022-09-28;2;190
2054;0;606;2020-11-24;3;270
2055;2;3400;2021-07-29;4;340
2056;2;5192;2022-01-17;1;100
2057;2;6010;2019-05-11;1;100
2058;0;817;2019-11-15;1;100
2059;0;4449;2019-05-01;2;190
2060;1;6595;2019-07-01;2;190
2061;0;5620;2019-11-24;3;270
2062;0;383;2023-07-16;1;100
2063;2;257;2022-01-18;1;100
2064;0;5575;2020-01-24;3;270
2065;0;6064;2023-03-10;2;190
2066;1;6660;2023-10-18;3;270
2067;0;2600;2019-04-26;3;270
2068;0;4037;2023-05-07;4;340
2069;1;2840;2022-06-12;1;100
2070;1;149;2022-02-04;2;190
2071;1;4688;2018-10-31;3;270
2072;1;4540;2018-12-21;2;190
2073;1;3069;2019-12-11;3;270
2074;0;259;2019-01-01;3;270
2075;2;6864;2020-03-30;4;340
2076;0;5754;2020-02-18;3;270
2077;2;1968;2020-03-04;4;340
2078;1;2637;2020-11-30;2;190
2079;0;6020;2022-08-16;2;190
2080;1;5011;2020-07-19;3;270
2081;0;4090;2019-07-18;3;270
2082;1;2110;2020-12-01;1;100
2083;1;5584;2021-09-07;1;100
2084;2;6966;2022-12-25;3;270
2085;0;5561;2018-12-15;1;100
2086;2;404;2022-11-16;1;100
2087;0;6470;2023-02-23;1;100
2088;0;3965;2023-06-04;4;340
2089;0;3751;2019-02-08;4;340
2090;1;4694;2020-06-24;3;270
2091;1;4901;2019-03-09;2;190
2092;0;4477;2021-08-07;4;340
2093;2;1544;2023-08-10;2;190
2094;2;5376;2022-09-29;4;340
2095;1;5006;2022-10-13;3;270
2096;1;4619;2020-06-29;1;100
2097;0;6868;2020-12-09;1;100
2098;0;4043;2023-04-02;4;340
2099;1;3926;2023-03-17;4;340
2100;0;928;2022-02-20;2;190
2101;0;636;2022-08-10;2;190
2102;2;2101;2020-12-20;1;100
2103;0;3066;2022-07-19;2;190
2104;1;1920;2023-06-04;1;100
2105;0;1466;2023-03-22;1;100
2106;1;3883;2022-02-25;1;100
2107;1;1310;2022-06-12;3;270
2108;0;5094;2021-05-24;4;340
2109;0;2114;2023-03-11;4;340
2110;0;6661;2020-10-20;1;100
2111;1;2091;2019-03-14;3;270
2112;0;5114;2019-12-28;3;270
2113;2;875;2021-04-16;2;190
2114;2;3947;2021-08-31;3;270
2115;2;2254;2020-01-29;1;100
2116;2;2388;2021-10-28;2;190
2117;0;626;2020-04-14;3;270
2118;2;5634;2023-08-10;2;190
2119;2;3143;2018-12-14;4;340
2120;2;1784;2019-09-15;4;340
2121;2;1303;2023-03-10;4;340
2122;2;5928;2021-01-28;2;190
2123;1;1264;2019-10-03;4;340
2124;2;1303;2019-11-03;1;100
2125;2;4501;2022-08-16;4;340
2126;0;3018;2021-06-27;1;100
2127;1;497;2022-11-15;4;340
2128;0;2872;2021-10-05;3;270
2129;0;6977;2021-12-12;1;100
2130;1;113;2021-03-11;2;190
2131;1;3029;2019-04-13;4;340
2132;1;2948;2019-10-10;4;340
2133;2;4836;2019-06-26;4;340
2134;0;3553;2020-11-24;2;190
2135;2;4424;2023-08-10;3;270
2136;1;5377;2022-05-18;3;270
2137;1;2685;2020-02-19;2;190
2138;1;6759;2023-05-04;3;270
2139;1;2725;2020-05-23;4;340
2140;1;6880;2020-12-12;4;340
2141;0;6335;2020-03-30;1;100
2142;2;6888;2023-01-26;3;270
2143;1;5467;2022-03-30;1;100
2144;0;6601;2020-02-19;4;340
2145;0;951;2022-01-27;3;270
2146;2;2425;2022-08-26;3;270
2147;2;6979;2022-04-09;2;190
2148;1;2474;2023-07-15;1;100
2149;2;5485;2020-10-20;2;190
2150;1;6103;2019-05-16;2;190
2151;0;6080;2022-04-16;4;340
2152;0;2079;2021-03-01;3;270
2153;2;2425;2019-02-17;2;190
2154;0;4004;2021-02-21;1;100
2155;0;6756;2022-08-14;2;190
2156;0;6754;2019-03-24;4;340
2157;0;6003;2019-10-23;1;100
2158;1;5316;2018-10-31;2;190
2159;0;3910;2022-04-11;4;340
2160;1;1372;2019-03-06;4;340
2161;0;2357;2019-03-20;3;270
2162;0;3241;2023-03-04;3;270
2163;2;3801;2020-02-25;4;340
2164;1;897;2022-08-11;4;340
2165;0;5865;2020-09-03;2;190
2166;1;3420;2020-01-25;3;270
2167;0;5905;2022-11-16;4;340
2168;0;4208;2020-05-29;3;270
2169;1;1534;2023-05-24;2;190
2170;1;1144;2021-09-03;1;100
2171;1;1393;2021-04-19;3;270
2172;0;2323;2023-01-27;4;340
2173;1;6600;2021-04-06;2;190
2174;0;2305;2020-11-25;3;270
2175;0;5755;2022-03-01;2;190
2176;2;3389;2020-06-19;3;270
2177;1;2730;2023-10-25;2;190
2178;1;6685;2022-02-04;1;100
2179;0;1916;2023-07-05;3;270
2180;0;1283;2020-07-25;3;270
2181;1;2501;2021-01-04;4;340
2182;1;4979;2021-05-06;4;340
2183;0;5105;2023-02-21;2;190
2184;0;5262;2018-12-16;2;190
2185;2;1903;2022-12-11;2;190
2186;2;1446;2022-08-10;4;340
2187;2;4155;2020-08-18;1;100
2188;0;6075;2020-09-30;4;340
2189;2;6191;2021-06-10;4;340
2190;0;4384;2018-11-27;4;340
2191;2;2097;2022-06-10;1;100
2192;1;2129;2020-05-22;1;100
2193;0;5946;2019-01-09;3;270
2194;1;3417;2023-02-24;1;100
2195;0;5348;2023-08-21;4;340
2196;0;555;2019-04-22;1;100
2197;1;5492;2022-06-26;3;270
2198;2;731;2020-08-31;3;270
2199;2;1653;2018-11-05;1;100
2200;0;3122;2019-09-27;3;270
2201;0;6782;2019-08-20;4;340
2202;1;1220;2020-03-03;2;190
2203;0;4630;2020-07-14;1;100
2204;1;529;2020-11-10;2;190
2205;2;6573;2022-06-18;4;340
2206;2;6887;2023-03-18;2;190
2207;0;3567;2022-10-02;1;100
2208;0;2565;2021-09-21;2;190
2209;1;5996;2019-12-01;4;340
2210;2;3635;2019-05-11;4;340
2211;0;603;2021-01-26;2;190
2212;2;1747;2020-09-10;4;340
2213;1;6589;2021-06-26;1;100
2214;2;1490;2020-08-23;1;100
2215;1;4580;2022-02-25;2;190
2216;2;5545;2021-09-21;2;190
2217;2;3008;2020-05-08;3;270
2218;1;292;2022-03-19;1;100
2219;0;3150;2022-10-19;4;340
2220;0;1019;2019-07-04;1;100
2221;0;2400;2021-07-06;1;100
2222;0;1480;2018-12-23;1;100
2223;2;2849;2021-12-04;1;100
2224;2;5909;2022-01-27;2;190
2225;2;2164;2022-08-18;1;100
2226;1;2299;2023-08-11;4;340
2227;2;6390;2023-07-28;4;340
2228;1;6872;2021-10-02;4;340
2229;0;2186;2021-11-09;1;100
2230;1;1889;2019-05-15;2;190
2231;0;1806;2021-05-10;2;190
2232;1;738;2022-04-21;2;190
2233;2;404;2023-07-14;2;190
2234;2;1624;2021-10-29;1;100
2235;2;1751;2019-06-22;1;100
2236;2;5624;2020-09-28;3;270
2237;0;4139;2020-12-20;3;270
2238;0;1491;2021-07-08;4;340
2239;0;1530;2023-04-27;1;100
2240;1;3816;2023-05-15;3;270
2241;0;2412;2022-12-16;2;190
2242;2;3330;2020-08-01;3;270
2243;0;2797;2023-06-27;2;190
2244;0;4808;2020-10-25;2;190
2245;0;6263;2023-06-25;1;100
2246;2;4213;2022-03-27;3;270
2247;1;5195;2023-08-29;2;190
2248;1;2647;2022-09-04;3;270
2249;0;5184;2023-02-17;4;340
2250;0;3003;2023-01-27;1;100
2251;2;6336;2022-11-04;3;270
2252;1;5752;2019-10-05;3;270
2253;2;3559;2022-11-21;1;100
2254;2;3191;2022-10-02;1;100
2255;2;6580;2021-05-22;1;100
2256;0;6031;2020-10-19;3;270
2257;2;473;2020-08-15;2;190
2258;2;4413;2023-04-11;2;190
2259;0;5273;2018-12-28;1;100
2260;0;3527;2019-07-13;1;100
2261;0;640;2023-08-29;2;190
2262;1;6225;2020-06-26;1;100
2263;1;5650;2019-06-15;1;100
2264;1;5481;2020-01-09;1;100
2265;1;5409;2021-04-11;4;340
2266;0;3307;2019-03-25;1;100
2267;0;5472;2019-09-13;1;100
2268;1;2376;2021-09-27;1;100
2269;0;4540;2019-12-09;3;270
2270;1;6509;2020-04-23;2;190
2271;0;2651;2020-08-26;4;340
2272;2;2730;2022-09-18;2;190
2273;1;3805;2021-07-18;4;340
2274;1;5141;2021-04-22;1;100
2275;2;794;2020-10-07;3;270
2276;0;3927;2023-10-14;3;270
2277;2;3498;2022-01-15;1;100
2278;2;217;2022-09-17;3;270
2279;1;2092;2019-06-19;4;340
2280;0;1638;2020-04-06;4;340
2281;1;3113;2020-04-28;3;270
2282;1;2037;2023-04-09;4;340
2283;0;6049;2022-06-19;2;190
2284;0;342;2022-11-20;1;100
2285;1;2032;2023-04-25;3;270
2286;2;4003;2020-07-14;2;190
2287;2;5252;2020-08-17;1;100
2288;0;3240;2022-11-11;3;270
2289;1;6135;2020-12-15;2;190
2290;0;1351;2020-09-19;3;270
2291;0;5062;2021-12-21;1;100
2292;1;4758;2023-01-14;3;270
2293;1;938;2020-05-10;3;270
2294;0;4158;2020-08-05;1;100
2295;1;4397;2023-08-03;1;100
2296;0;3284;2021-02-20;4;340
2297;2;987;2023-02-24;4;340
2298;2;144;2019-06-28;2;190
2299;1;1651;2022-11-04;2;190
2300;2;1309;2019-09-16;3;270
2301;2;4589;2020-09-22;1;100
2302;0;6522;2021-03-27;3;270
2303;1;4534;2022-01-29;1;100
2304;1;6583;2019-08-20;4;340
2305;0;4388;2020-10-17;3;270
2306;1;4310;2020-12-16;4;340
2307;1;3184;2022-12-15;4;340
2308;2;4949;2019-06-28;3;270
2309;2;5852;2020-05-12;3;270
2310;2;2581;2020-05-17;2;190
2311;1;6970;2022-12-30;2;190
2312;1;635;2021-02-08;3;270
2313;1;5680;2023-07-27;3;270
2314;1;5752;2021-11-04;4;340
2315;1;3155;2020-04-05;2;190
2316;2;2806;2020-07-23;1;100
2317;1;456;2021-02-02;4;340
2318;0;6393;2022-06-03;3;270
2319;2;4140;2020-05-25;2;190
2320;2;737;2023-03-17;4;340
2321;1;5713;2021-11-08;2;190
2322;0;3978;2022-06-23;2;190
2323;1;3469;2021-07-06;2;190
2324;0;4916;2021-04-22;3;270
2325;2;3392;2023-08-08;1;100
2326;0;2781;2022-01-06;2;190
2327;0;1124;2020-09-23;1;100
2328;1;2729;2021-01-31;1;100
2329;0;4978;2020-11-24;1;100
2330;1;2006;2022-02-09;3;270
2331;1;5050;2020-06-13;4;340
2332;0;1979;2020-03-15;4;340
2333;0;5797;2022-12-13;4;340
2334;0;4670;2021-05-20;3;270
2335;1;5293;2022-02-28;1;100
2336;2;1410;2022-01-21;4;340
2337;1;4120;2022-05-14;2;190
2338;0;4100;2019-04-18;2;190
2339;0;1291;2021-02-21;1;100
2340;2;3843;2019-09-19;3;270
2341;1;6604;2021-10-09;1;100
2342;0;4385;2022-08-30;1;100
2343;1;6132;2023-06-05;1;100
2344;1;6838;2019-02-13;1;100
2345;0;2632;2018-12-10;2;190
2346;0;1235;2019-04-08;4;340
2347;0;6335;2020-07-17;3;270
2348;1;1206;2021-09-29;1;100
2349;1;4091;2019-04-17;2;190
2350;0;641;2019-10-29;4;340
2351;1;345;2022-09-30;1;100
2352;1;6580;2020-07-20;1;100
2353;0;3607;2023-04-15;1;100
2354;2;5518;2019-12-15;3;270
2355;0;2092;2020-03-21;3;270
2356;2;1543;2021-02-13;3;270
2357;1;2943;2019-09-07;3;270
2358;1;1765;2019-04-15;3;270
2359;1;1173;2021-08-18;2;190
2360;1;4099;2019-01-29;4;340
2361;2;6184;2020-01-26;4;340
2362;0;134;2023-03-23;2;190
2363;0;3;2020-05-07;4;340
2364;1;2842;2022-06-01;3;270
2365;1;5282;2023-06-02;1;100
2366;2;2775;2021-03-18;2;190
2367;2;3382;2022-01-15;1;100
2368;1;1344;2023-05-13;1;100
2369;2;2552;2019-11-27;1;100
2370;2;5300;2019-12-21;4;340
2371;1;2476;2021-02-04;4;340
2372;0;5005;2023-02-25;3;270
2373;2;4714;2021-10-24;3;270
2374;2;2911;2022-11-17;3;270
2375;0;3116;2022-06-28;1;100
2376;2;427;2022-10-15;2;190
2377;1;3509;2019-05-20;4;340
2378;2;292;2021-09-27;3;270
2379;0;953;2021-12-31;4;340
2380;2;6553;2022-12-28;2;190
2381;2;6366;2018-11-18;3;270
2382;0;6095;2021-11-21;1;100
2383;0;2761;2019-12-03;1;100
2384;2;4718;2022-11-17;2;190
2385;0;149;2023-07-17;1;100
2386;0;236;2023-05-18;1;100
2387;2;2221;2021-09-24;4;340
2388;1;671;2022-06-07;4;340
2389;0;78;2023-02-16;3;270
2390;0;6423;2019-05-15;4;340
2391;0;5304;2022-10-02;2;190
2392;0;4131;2020-06-29;1;100
2393;1;3910;2020-10-27;2;190
2394;1;66;2022-02-18;2;190
2395;2;6954;2023-07-18;1;100
2396;0;3312;2019-11-13;1;100
2397;2;1105;2021-01-14;2;190
2398;1;3926;2022-08-24;1;100
2399;2;6370;2019-09-08;2;190
2400;2;528;2021-03-16;4;340
2401;2;3361;2020-02-07;3;270
2402;0;4024;2021-11-02;1;100
2403;2;4500;2020-03-18;1;100
2404;2;2652;2021-03-15;2;190
2405;2;6186;2021-04-28;1;100
2406;0;4212;2019-08-17;4;340
2407;0;4105;2023-07-29;4;340
2408;2;4010;2021-08-19;2;190
2409;2;1639;2023-07-31;3;270
2410;1;6203;2022-07-31;2;190
2411;0;3661;2021-08-31;4;340
2412;1;4275;2020-11-15;1;100
2413;2;4116;2020-01-08;4;340
2414;0;4005;2021-10-07;1;100
2415;0;6448;2019-07-29;4;340
2416;1;6898;2021-03-01;3;270
2417;1;4110;2019-10-31;4;340
2418;2;5887;2021-05-24;2;190
2419;2;4372;2022-05-19;3;270
2420;1;1427;2021-02-09;2;190
2421;0;1876;2018-11-11;4;340
2422;1;4269;2020-01-17;1;100
2423;0;3211;2021-08-13;1;100
2424;0;4707;2023-10-12;2;190
2425;1;2517;2023-10-24;4;340
2426;0;3638;2023-03-24;2;190
2427;0;2128;2019-04-13;1;100
2428;1;3958;2023-05-28;1;100
2429;1;6252;2023-09-08;4;340
2430;1;6891;2022-09-11;4;340
2431;1;1004;2023-05-04;3;270
2432;0;4068;2021-06-22;2;190
2433;1;5310;2020-04-26;3;270
2434;0;3397;2022-05-08;1;100
2435;0;6080;2020-02-29;4;340
2436;2;3477;2022-09-09;3;270
2437;0;4506;2019-12-01;1;100
2438;2;1126;2021-09-14;4;340
2439;0;627;2021-10-29;3;270
2440;2;464;2021-04-28;4;340
2441;0;1817;2023-06-10;1;100
2442;1;845;2021-09-29;4;340
2443;0;4578;2020-09-01;2;190
2444;2;2530;2022-11-19;4;340
2445;0;3328;2020-03-29;3;270
2446;2;5090;2020-08-12;4;340
2447;2;3035;2019-08-23;1;100
2448;2;4160;2019-07-14;1;100
2449;1;4586;2020-09-02;3;270
2450;2;3991;2021-11-08;1;100
2451;1;6277;2019-10-14;1;100
2452;2;1960;2021-01-31;4;340
2453;0;476;2019-02-28;2;190
2454;0;3790;2021-04-27;2;190
2455;2;316;2022-01-21;3;270
2456;1;5403;2022-09-18;3;270
2457;2;708;2020-06-19;3;270
2458;2;6534;2018-12-13;2;190
2459;1;1409;2021-11-07;2;190
2460;2;3973;2021-02-08;4;340
2461;0;3892;2021-08-01;4;340
2462;2;3729;2019-05-16;1;100
2463;0;462;2020-03-13;3;270
2464;0;2227;2021-08-23;4;340
2465;1;4580;2019-09-28;2;190
2466;0;3000;2023-01-07;4;340
2467;2;6979;2021-12-13;3;270
2468;0;3254;2020-12-31;2;190
2469;2;6508;2023-07-22;1;100
2470;2;5229;2021-05-21;3;270
2471;1;5019;2019-10-04;4;340
2472;2;5359;2018-12-20;1;100
2473;0;1311;2021-05-03;1;100
2474;0;4436;2019-12-22;2;190
2475;0;3726;2021-07-22;4;340
2476;0;4449;2019-12-30;2;190
2477;1;2708;2022-02-23;1;100
2478;0;1168;2023-02-10;2;190
2479;2;1948;2021-12-07;2;190
2480;1;306;2021-05-04;2;190
2481;2;52;2020-07-30;4;340
2482;1;2797;2022-10-07;4;340
2483;0;1810;2020-08-15;2;190
2484;2;1031;2021-02-16;2;190
2485;0;2196;2023-08-14;3;270
2486;2;249;2019-10-27;2;190
2487;0;5704;2021-08-04;3;270
2488;2;3887;2020-03-09;3;270
2489;0;6950;2023-10-08;3;270
2490;2;4097;2021-03-16;4;340
2491;2;5130;2022-09-09;4;340
2492;2;2418;2023-09-07;1;100
2493;2;1852;2022-06-14;1;100
2494;1;6699;2019-04-03;1;100
2495;1;1684;2021-07-13;1;100
2496;2;1207;2023-06-02;1;100
2497;1;2686;2018-11-28;1;100
2498;1;1098;2020-01-19;2;190
2499;0;6807;2019-02-01;1;100
2500;2;5592;2021-12-28;3;270
2501;1;3852;2022-11-09;3;270
2502;1;2717;2023-02-20;1;100
2503;2;5320;2023-09-09;2;190
2504;2;1281;2021-03-08;4;340
2505;2;789;2020-10-18;2;190
2506;2;6317;2023-03-06;1;100
2507;1;2255;2020-01-20;4;340
2508;2;2798;2020-11-14;4;340
2509;2;4090;2018-12-02;2;190
2510;1;1604;2023-01-22;3;270
2511;0;1171;2018-11-22;1;100
2512;0;3741;2023-06-01;1;100
2513;0;2583;2023-10-06;4;340
2514;2;2741;2018-11-03;1;100
2515;1;4831;2021-07-02;2;190
2516;1;2956;2023-02-07;1;100
2517;2;5397;2020-02-26;1;100
2518;2;951;2022-01-26;3;270
2519;1;2231;2021-01-07;1;100
2520;2;2103;2020-05-25;3;270
2521;0;3420;2021-09-01;3;270
2522;0;439;2022-05-25;3;270
2523;1;1899;2020-06-02;1;100
2524;1;4162;2022-12-05;3;270
2525;2;5827;2021-04-17;2;190
2526;1;6329;2019-05-11;4;340
2527;2;1065;2023-08-15;2;190
2528;0;2614;2021-09-22;1;100
2529;0;3415;2020-02-13;3;270
2530;1;6246;2021-08-21;3;270
2531;2;5195;2018-12-22;2;190
2532;0;6663;2023-10-28;1;100
2533;1;1868;2021-11-03;2;190
2534;1;6185;2019-05-02;4;340
2535;2;1594;2022-03-01;2;190
2536;2;786;2019-08-07;2;190
2537;2;3750;2021-12-31;3;270
2538;1;2615;2022-09-04;3;270
2539;0;2262;2020-03-28;3;270
2540;0;5843;2021-11-20;3;270
2541;2;4595;2021-04-15;4;340
2542;1;1028;2019-02-05;2;190
2543;0;4776;2021-10-08;1;100
2544;2;2040;2021-11-27;2;190
2545;1;5189;2022-05-20;2;190
2546;2;4160;2020-11-02;1;100
2547;2;5267;2021-08-22;4;340
2548;2;3125;2023-05-18;2;190
2549;0;6420;2021-05-19;4;340
2550;0;675;2023-08-04;4;340
2551;2;1544;2020-03-17;2;190
2552;2;6394;2022-07-22;2;190
2553;0;5162;2022-06-14;1;100
2554;1;5349;2020-07-19;1;100
2555;1;1283;2020-08-10;2;190
2556;0;1237;2018-10-31;2;190
2557;2;3481;2019-09-29;4;340
2558;0;2094;2021-05-01;3;270
2559;1;1641;2020-05-14;3;270
2560;1;1240;2020-06-28;1;100
2561;0;5755;2019-12-15;2;190
2562;1;3416;2020-11-17;1;100
2563;2;39;2021-11-15;3;270
2564;1;5733;2019-05-15;2;190
2565;0;3486;2018-12-12;3;270
2566;1;2389;2023-06-23;4;340
2567;2;6186;2021-12-01;3;270
2568;0;4154;2023-06-22;3;270
2569;0;3552;2019-08-22;3;270
2570;0;1537;2019-08-16;1;100
2571;0;4864;2021-09-01;1;100
2572;1;2405;2021-08-13;4;340
2573;0;5791;2020-10-11;4;340
2574;0;3183;2020-04-19;3;270
2575;2;1297;2022-11-02;1;100
2576;0;2498;2019-11-17;1;100
2577;2;2753;2021-07-25;2;190
2578;0;968;2019-12-30;4;340
2579;1;636;2021-03-04;3;270
2580;2;4108;2020-06-14;1;100
2581;2;5137;2023-05-17;1;100
2582;0;53;2020-03-29;2;190
2583;2;4549;2023-07-20;4;340
2584;2;6398;2019-08-27;1;100
2585;2;2479;2023-06-22;1;100
2586;0;3426;2022-09-21;2;190
2587;2;1665;2021-09-05;2;190
2588;2;5817;2023-10-24;4;340
2589;0;5344;2022-06-07;3;270
2590;2;5594;2023-03-20;2;190
2591;2;3270;2022-10-19;3;270
2592;0;1943;2022-07-20;2;190
2593;2;2892;2020-05-02;3;270
2594;2;4488;2020-02-16;4;340
2595;0;3755;2021-07-23;1;100
2596;1;5842;2022-06-04;1;100
2597;2;6604;2020-11-25;4;340
2598;2;4425;2023-06-21;3;270
2599;0;3686;2019-02-06;1;100
2600;2;917;2020-09-21;2;190
2601;2;4706;2020-04-22;4;340
2602;2;4036;2023-04-09;2;190
2603;1;3119;2023-09-05;3;270
2604;0;2909;2022-01-18;2;190
2605;1;2076;2023-02-16;3;270
2606;0;1858;2019-12-22;1;100
2607;1;3581;2021-09-22;1;100
2608;2;4176;2019-03-11;2;190
2609;0;990;2020-08-18;2;190
2610;0;6093;2021-12-17;2;190
2611;2;4206;2020-04-22;2;190
2612;1;4423;2020-05-26;2;190
2613;2;4227;2019-01-01;1;100
2614;1;5175;2023-10-08;3;270
2615;0;6432;2023-04-24;4;340
2616;0;6539;2022-10-16;2;190
2617;0;4528;2022-12-16;1;100
2618;0;1777;2023-09-04;1;100
2619;0;6266;2022-01-01;3;270
2620;1;4876;2018-12-04;2;190
2621;0;3467;2021-01-08;4;340
2622;0;6762;2021-02-21;4;340
2623;2;2470;2020-04-18;4;340
2624;1;5136;2019-08-16;1;100
2625;2;673;2019-01-26;2;190
2626;1;348;2023-07-12;4;340
2627;0;681;2019-03-25;1;100
2628;1;972;2021-04-10;1;100
2629;1;5311;2021-04-17;1;100
2630;1;2429;2020-01-09;1;100
2631;1;6021;2020-06-14;3;270
2632;0;2448;2022-12-05;2;190
2633;0;968;2019-09-17;1;100
2634;1;62;2020-11-18;3;270
2635;1;4438;2021-11-08;3;270
2636;1;3503;2023-10-25;2;190
2637;2;2734;2019-08-20;4;340
2638;1;1763;2021-04-21;1;100
2639;2;3945;2021-03-23;4;340
2640;0;4259;2019-09-17;3;270
2641;1;1059;2021-07-20;3;270
2642;0;244;2021-09-04;1;100
2643;0;1400;2021-02-27;2;190
2644;1;2200;2020-02-24;3;270
2645;1;359;2022-04-01;2;190
2646;0;2497;2019-04-09;2;190
2647;2;5931;2020-10-09;2;190
2648;2;2144;2023-05-12;4;340
2649;1;6524;2018-12-30;2;190
2650;1;355;2019-11-22;1;100
2651;0;366;2020-05-01;4;340
2652;0;2940;2022-10-08;1;100
2653;2;4830;2021-06-04;1;100
2654;2;6460;2019-06-21;2;190
2655;0;6912;2019-09-05;3;270
2656;2;5780;2021-04-01;3;270
2657;1;1250;2019-06-05;1;100
2658;2;3688;2019-05-18;4;340
2659;0;6180;2022-06-01;1;100
2660;2;1134;2021-12-28;2;190
2661;2;1976;2019-05-12;2;190
2662;1;5769;2020-10-30;4;340
2663;1;6122;2023-08-08;3;270
2664;1;1390;2022-05-25;4;340
2665;1;4077;2022-07-21;1;100
2666;2;2629;2021-03-05;2;190
2667;0;4735;2021-02-01;1;100
2668;2;377;2022-07-11;4;340
2669;1;6801;2021-06-24;1;100
2670;0;2766;2019-08-05;3;270
2671;2;3862;2019-05-18;4;340
2672;2;3891;2021-07-22;4;340
2673;1;4998;2021-03-07;3;270
2674;2;1997;2019-06-09;1;100
2675;1;5951;2021-04-08;2;190
2676;0;2037;2023-06-30;1;100
2677;2;4804;2021-08-11;4;340
2678;2;5721;2021-12-04;3;270
2679;0;6878;2022-01-07;1;100
2680;1;445;2021-02-27;3;270
2681;0;473;2023-04-17;1;100
2682;0;6774;2022-12-06;4;340
2683;1;510;2020-01-15;3;270
2684;2;1618;2021-05-22;4;340
2685;0;5481;2022-11-07;3;270
2686;2;1552;2023-01-20;4;340
2687;1;1712;2021-01-07;1;100
2688;1;1903;2018-12-28;4;340
2689;1;133;2022-07-30;4;340
2690;2;6281;2022-04-18;3;270
2691;1;655;2022-07-26;4;340
2692;2;2176;2020-10-05;4;340
2693;1;949;2023-05-06;3;270
2694;0;1660;2018-12-11;1;100
2695;2;766;2022-09-29;1;100
2696;1;5214;2023-10-19;4;340
2697;1;593;2019-01-29;2;190
2698;0;3771;2019-01-27;1;100
2699;0;1112;2022-01-24;4;340
